"ensembl_gene_id","chromosome_name","start_position","end_position","Gene.ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"ENSG00000269113","chr1",47760528,47997385,"ENSG00000269113",9.38022439312332,-5.07274667181654,1.33771439536773,-3.79209993507027,0.000149378774887891,0.000847401388871199,"TRABD2B"
"ENSG00000232727","chr7",64433830,64434592,"ENSG00000232727",36.3267240114283,-5.06968269408518,0.683936786410289,-7.41250184932136,1.23938726948498e-13,3.50084067663972e-12,"YWHAEP1"
"ENSG00000110852","chr12",9852369,9870635,"ENSG00000110852",331.080269816606,-5.04609798925873,0.227560042494327,-22.1747980618545,6.01447694132153e-109,6.70286116578733e-106,"CLEC2B"
"ENSG00000139269","chr12",57452323,57459280,"ENSG00000139269",57.098092837274,-5.01863483134532,0.51125821015654,-9.81624300920014,9.58493331481343e-23,6.49180649206065e-21,"INHBE"
"ENSG00000251463","chr4",118193405,118194751,"ENSG00000251463",8.39951039450542,-4.92473938929569,2.01622154074263,-2.44255866222012,0.0145835592840007,0.0435199253316856,"FKBP4P1"
"ENSG00000111224","chr12",3791047,3873448,"ENSG00000111224",32.9462498645482,-4.92071708328937,0.73970492574249,-6.65227026621476,2.88606098713235e-11,5.96867446907229e-10,"PARP11"
"ENSG00000149557","chr11",125442881,125592578,"ENSG00000149557",45.1600751672673,-4.89730320234416,0.600084604988587,-8.16102123205993,3.32203762492253e-16,1.20845279655565e-14,"FEZ1"
"ENSG00000099954","chr22",17359949,17558151,"ENSG00000099954",7.87123059517844,-4.88276254799428,1.59602367120703,-3.05932965536881,0.00221832902502146,0.00889872235528078,"CECR2"
"ENSG00000169429","chr4",73740519,73747379,"ENSG00000169429",443.006197455601,-4.87823313858296,0.23049066493276,-21.1645583998209,2.02651706966819e-99,1.77450519693302e-96,"CXCL8"
"ENSG00000177875","chr12",48183644,48185926,"ENSG00000177875",7.51976425110474,-4.81253011457558,1.52440671020601,-3.15698565373358,0.0015940918889707,0.00677538253026851,"CCDC184"
"ENSG00000206432","chr18",5882072,5896084,"ENSG00000206432",52.6613387479247,-4.79359574578172,0.53126094631703,-9.02305313238881,1.82918804388872e-19,9.04194202823865e-18,"TMEM200C"
"ENSG00000255307","chr11",6169355,6170326,"ENSG00000255307",7.51063243647289,-4.76132471959945,1.95286986340343,-2.43811674747312,0.0147640049072303,0.0439194215379121,"OR52B2"
"ENSG00000122378","chr10",80406443,80437115,"ENSG00000122378",14.1819661575455,-4.75368551536824,1.06270440214484,-4.4731964088734,7.70589360466639e-06,6.05547793871269e-05,"PRXL2A"
"ENSG00000141540","chr17",74213518,74262020,"ENSG00000141540",29.2260464852793,-4.7531831132137,0.687414869549397,-6.91457709713121,4.69261148534492e-12,1.08540989054421e-10,"TTYH2"
"ENSG00000135097","chr12",120341329,120369437,"ENSG00000135097",57.9450874416552,-4.72578811505123,0.502927523064634,-9.39655894402878,5.63766796861539e-21,3.22954073024561e-19,"MSI1"
"ENSG00000205221","chr2",36696690,36814794,"ENSG00000205221",14.4719897798425,-4.71311332356079,1.0120013786074,-4.65722025996293,3.20507487890121e-06,2.73804968226132e-05,"VIT"
"ENSG00000221737","chr3",125790404,125790552,"ENSG00000221737",6.74560750264291,-4.61718074084673,1.74855407192749,-2.64057075212839,0.00827665089727718,0.0271510471901849,"MIR548I1"
"ENSG00000248697","chr4",112455924,112457785,"ENSG00000248697",6.20385035976127,-4.52909040995303,1.75151057522627,-2.58581961994031,0.00971477558875448,0.0310058406515338,"TOX4P1"
"ENSG00000172828","chr16",66961245,66975149,"ENSG00000172828",6.24159824027433,-4.50925887207818,1.45885088633508,-3.09096626277298,0.00199506300534539,0.00811193279685876,"CES3"
"ENSG00000205363","chr15",73735441,73753351,"ENSG00000205363",9.26746464073245,-4.47956297143429,1.329952721615,-3.36821219177973,0.000756573428609016,0.00354278540621793,"INSYN1"
"ENSG00000131620","chr11",69985907,70189530,"ENSG00000131620",6.17205243899238,-4.44505557053049,1.4228185562342,-3.1241197628848,0.00178337852943776,0.00744126527991066,"ANO1"
"ENSG00000107104","chr9",470291,746105,"ENSG00000107104",213.068898965281,-4.39366248743556,0.287543642890665,-15.2799847816708,1.03964997321067e-52,2.65522271283116e-50,"KANK1"
"ENSG00000148704","chr10",117128521,117138301,"ENSG00000148704",8.25798572291258,-4.39208707129805,1.34897210073207,-3.25587687759777,0.00113042759838849,0.00504290827097691,"VAX1"
"ENSG00000169605","chr2",68974573,68980980,"ENSG00000169605",5.71717584756459,-4.37778450967102,1.49920789277628,-2.92006500950586,0.00349958374201605,0.0132004298748845,"GKN1"
"ENSG00000198283","chr11",58506807,58508105,"ENSG00000198283",8.44797036908415,-4.37387899474513,1.80026080258397,-2.42958075211501,0.0151162971181732,0.0447826694953322,"OR5B21"
"ENSG00000068985","chrX",49687447,49695984,"ENSG00000068985",5.61082529403226,-4.34280518052649,1.50241840885684,-2.89054311031161,0.00384576780216312,0.0142809312723351,"PAGE1"
"ENSG00000249193","chr4",144845625,144847344,"ENSG00000249193",5.73975153125561,-4.32207904409999,1.80522669463675,-2.39420293137737,0.0166565302609318,0.0485825373468388,"HSPD1P5"
"ENSG00000096696","chr6",7541326,7586717,"ENSG00000096696",798.216972706307,-4.29994193657453,0.160097242852235,-26.8583134847816,6.74485457234149e-159,2.75617240674448e-155,"DSP"
"ENSG00000198812","chr12",69608564,69610907,"ENSG00000198812",10.5029084414431,-4.29603848753335,1.51258329433295,-2.84019961322388,0.00450853121104043,0.0162990516414464,"LRRC10"
"ENSG00000258527","chr15",92795647,92796439,"ENSG00000258527",8.15521755279259,-4.28298869302635,1.77464548894567,-2.41343339822249,0.0158030157841933,0.0465695121390448,"ASB9P1"
"ENSG00000179071","chr11",85683848,85686195,"ENSG00000179071",15.6864881729049,-4.27074704141765,0.95980978672092,-4.44957646869613,8.60397921108109e-06,6.67148520864283e-05,"CCDC89"
"ENSG00000171747","chr19",38801671,38813070,"ENSG00000171747",11.8579610763925,-4.17780705012612,1.57860274543701,-2.64652209823033,0.00813241915285091,0.0267566630152441,"LGALS4"
"ENSG00000163216","chr1",153039732,153041931,"ENSG00000163216",7.54219245391834,-4.16841778092015,1.27094540941423,-3.27977720368126,0.00103889093445318,0.00467024714538377,"SPRR2D"
"ENSG00000153253","chr2",165087526,165204050,"ENSG00000153253",9.90227352012219,-4.15939657140142,1.27535266051639,-3.26136973730645,0.00110875362619866,0.0049570425614768,"SCN3A"
"ENSG00000124216","chr20",49982980,49988886,"ENSG00000124216",53.8864585141774,-4.15505528027373,0.454767651991702,-9.13665530535481,6.44136900350393e-20,3.26300589313862e-18,"SNAI1"
"ENSG00000156453","chr5",141853090,141879246,"ENSG00000156453",16.2827219897958,-4.10434300237765,0.910798321138339,-4.50631375478156,6.59635301090556e-06,5.24414342157531e-05,"PCDH1"
"ENSG00000164283","chr5",54977867,55022671,"ENSG00000164283",18.7641265261559,-4.06308367750345,0.775615715959352,-5.23852675223046,1.61863515684748e-07,1.78764399890029e-06,"ESM1"
"ENSG00000170089","chr5",177875595,177883831,"ENSG00000170089",9.40082104112184,-4.05393835782028,1.3303445288502,-3.04728457170719,0.00230918982406123,0.00923299349418349,""
"ENSG00000153707","chr9",8314246,10613002,"ENSG00000153707",85.8789493708574,-3.9796085963902,0.360286206398643,-11.0456868059692,2.30002044879407e-28,2.43068540360056e-26,"PTPRD"
"ENSG00000213654","chr6",32190766,32195523,"ENSG00000213654",77.673843704612,-3.97591743861961,0.389990453385977,-10.1949096550951,2.08938704810243e-24,1.62112631789163e-22,"GPSM3"
"ENSG00000165495","chr11",125164537,125434287,"ENSG00000165495",31.7348626508595,-3.95048700043348,0.713908336487646,-5.53360536433775,3.13714383675141e-08,3.96885926674258e-07,"PKNOX2"
"ENSG00000115009","chr2",227805739,227817564,"ENSG00000115009",14.5833149790257,-3.86866974918643,0.826195472605823,-4.68251143640938,2.83381372082586e-06,2.4447376779454e-05,"CCL20"
"ENSG00000146555","chr7",3301252,4269000,"ENSG00000146555",52.0380199886237,-3.8487601926819,0.600179892765947,-6.41267766393302,1.42985638169607e-10,2.66392239866446e-09,"SDK1"
"ENSG00000130208","chr19",44913133,44920054,"ENSG00000130208",17.5264879595624,-3.80005061997481,0.795265298677684,-4.77834331045664,1.76745417263052e-06,1.59670012544418e-05,"APOC1"
"ENSG00000082074","chr5",39105252,39274528,"ENSG00000082074",5.57874742399551,-3.76682935798235,1.30333118116459,-2.8901551750005,0.00385051705929262,0.0142910955585432,"FYB1"
"ENSG00000076826","chr19",7595826,7618352,"ENSG00000076826",10.9684198555867,-3.74911051105453,1.15544826551749,-3.24472382099722,0.00117564585497827,0.00521804581324353,"CAMSAP3"
"ENSG00000136160","chr13",77895481,77975529,"ENSG00000136160",143.334276330774,-3.73894696982308,0.303158021296711,-12.3333268696976,5.99206752920192e-35,8.74485188577219e-33,"EDNRB"
"ENSG00000237596","chr6",135991936,136225751,"ENSG00000237596",50.2688632517386,-3.69572051454762,0.756852156017364,-4.88301511089681,1.04475861227142e-06,9.80845208010047e-06,""
"ENSG00000188582","chr3",142949164,142964022,"ENSG00000188582",7.22232058937949,-3.6788175607821,1.35502586550227,-2.71494268444718,0.00662872415626231,0.0224852046019977,"PAQR9"
"ENSG00000167165","chr2",233691607,233773300,"ENSG00000167165",5.56265017606987,-3.67175837613099,1.32987638482911,-2.76097719909719,0.00576286995523294,0.02001332090119,"UGT1A6"
"ENSG00000005187","chr16",20610243,20797843,"ENSG00000005187",46.0615519850946,-3.6485261994034,0.504671433508107,-7.22950806635024,4.84746717558053e-13,1.23802291886337e-11,"ACSM3"
"ENSG00000177710","chr8",11331012,11332360,"ENSG00000177710",6.97910410763586,-3.62753462983713,1.45533062704376,-2.49258454568897,0.0126817134761354,0.0387999387742205,"SLC35G5"
"ENSG00000232150","chr13",50172089,50173181,"ENSG00000232150",8.97611114850181,-3.6228460665292,1.37430915837866,-2.63612160658469,0.00838596720951051,0.0274728947144279,"ST13P4"
"ENSG00000059377","chr7",139777051,140020325,"ENSG00000059377",7.01384381750717,-3.61819153303593,1.11293670389721,-3.25103082714945,0.00114987388929829,0.00511291404022768,"TBXAS1"
"ENSG00000079308","chr2",217799588,218033982,"ENSG00000079308",8.86313096081933,-3.61693162656939,1.02575062768825,-3.52613152645193,0.000421677494441322,0.00211771585594272,"TNS1"
"ENSG00000133710","chr5",148025683,148137382,"ENSG00000133710",13.6234929750105,-3.59109514244131,1.26602843182477,-2.83650434079535,0.00456103583541275,0.016464587251568,"SPINK5"
"ENSG00000186998","chr22",29205809,29259598,"ENSG00000186998",18.6317029395861,-3.57852248168627,0.702032549299267,-5.09737402526161,3.44397449432983e-07,3.57490968043941e-06,"EMID1"
"ENSG00000079482","chrX",67949349,68434120,"ENSG00000079482",4581.33687222375,-3.56325428552081,0.157973710522791,-22.5559953851101,1.1727111696286e-112,1.59736291427523e-109,"OPHN1"
"ENSG00000091428","chr2",172735274,173052893,"ENSG00000091428",22.7245720721303,-3.56055664307183,0.791245151909946,-4.49994118065328,6.79722680474732e-06,5.38985791716672e-05,"RAPGEF4"
"ENSG00000140450","chr15",97960703,97973838,"ENSG00000140450",9.57038686757321,-3.47805929074856,0.979631349046748,-3.55037565318113,0.000384681813489495,0.00195452260741723,"ARRDC4"
"ENSG00000267296","chr19",33301754,33305254,"ENSG00000267296",13.8383232597533,-3.46947771557637,1.15158933985452,-3.01277338674798,0.00258872147481309,0.0101911164289447,"CEBPA-DT"
"ENSG00000069493","chr12",9664969,9699553,"ENSG00000069493",8.991003396056,-3.43888181387206,1.10761442895819,-3.10476436922788,0.00190430662907001,0.00783135572061427,"CLEC2D"
"ENSG00000126259","chr19",35851369,35867145,"ENSG00000126259",14.1722278401423,-3.43879158367862,0.777952675154762,-4.4203094783298,9.85596481661443e-06,7.51584519883656e-05,"KIRREL2"
"ENSG00000237945","chr21",33915534,34039762,"ENSG00000237945",8.60053627188659,-3.37654812560997,1.39196741834674,-2.42573790241466,0.0152772990290303,0.0451574456702065,"LINC00649"
"ENSG00000173157","chr12",43352771,43552203,"ENSG00000173157",11.6978052591896,-3.37359174929728,0.845039188766038,-3.99223112270514,6.54545302911448e-05,0.000411069204323332,"ADAMTS20"
"ENSG00000172000","chr19",2867335,2883445,"ENSG00000172000",48.3971231156886,-3.34250271636252,0.452914655599541,-7.37998356873199,1.58309068792381e-13,4.38083718809436e-12,"ZNF556"
"ENSG00000067445","chrX",54920462,54931436,"ENSG00000067445",77.2704228071024,-3.33862006460059,0.354879026981815,-9.4077694390536,5.06776969404716e-21,2.91670369386498e-19,"TRO"
"ENSG00000102290","chrX",91779261,92623230,"ENSG00000102290",11.6498181851248,-3.32702981564033,0.827984469333283,-4.01822732051889,5.86376143507273e-05,0.000372455188769723,"PCDH11X"
"ENSG00000115604","chr2",102311529,102398777,"ENSG00000115604",26.3509060278147,-3.32186991157784,0.663577399953098,-5.00600218122654,5.55721273699654e-07,5.56129558717066e-06,"IL18R1"
"ENSG00000169752","chr15",75935969,76059795,"ENSG00000169752",21.8884604653818,-3.31966106640515,0.725376273928031,-4.5764676702598,4.72892749916546e-06,3.88551757454888e-05,"NRG4"
"ENSG00000130943","chr22",46255663,46263343,"ENSG00000130943",11.058294728334,-3.29659718150704,1.04626786627492,-3.15081566372108,0.00162815212669452,0.00689209838437434,"PKDREJ"
"ENSG00000168916","chr5",124636913,124748807,"ENSG00000168916",5.49001510480808,-3.25688656801805,1.33881308937426,-2.43266710929773,0.0149880735223645,0.0444879062127304,"ZNF608"
"ENSG00000090539","chr3",184379381,184390736,"ENSG00000090539",8.29838123576494,-3.24572381931704,1.09515721472258,-2.96370582751375,0.00303958708292517,0.0117250780521019,"CHRD"
"ENSG00000136960","chr8",119557085,119673453,"ENSG00000136960",10.4919335944143,-3.23661462343282,1.03226105941707,-3.13546131950438,0.00171584054259399,0.00720112605671334,"ENPP2"
"ENSG00000010361","chr19",49806866,49817376,"ENSG00000010361",119.591707524736,-3.22433920218098,0.307355232219057,-10.4905948042653,9.54257552214478e-26,8.12378009208145e-24,"FUZ"
"ENSG00000112137","chr6",12716312,13290446,"ENSG00000112137",14.9352223959298,-3.21820434956925,0.751883882038605,-4.28018797376483,1.8673552590554e-05,0.000132553029072149,"PHACTR1"
"ENSG00000205209","chr19",34590644,34677159,"ENSG00000205209",11.2415007765538,-3.19197732776476,1.28869890567005,-2.47689923047238,0.0132529313927659,0.0401948752953777,"SCGB2B2"
"ENSG00000171557","chr4",154604134,154612967,"ENSG00000171557",5.50753927132096,-3.18661858556845,1.29719228095567,-2.45655068439106,0.0140278012613423,0.0421552668279116,"FGG"
"ENSG00000178172","chr5",148202794,148215137,"ENSG00000178172",11.7251220742651,-3.18604216810929,1.03002143392045,-3.09318045546163,0.00198023682280312,0.00805966906067181,"SPINK6"
"ENSG00000170439","chr12",55681736,55684611,"ENSG00000170439",20.4959697095823,-3.17148702831404,0.732572436134441,-4.32924700941384,1.49620041819236e-05,0.000108467894302898,"METTL7B"
"ENSG00000224940","chr7",128350325,128361690,"ENSG00000224940",11.3432342477996,-3.11937876026722,0.919084031306696,-3.39400822341814,0.0006887762426461,0.00326389948148378,"PRRT4"
"ENSG00000113212","chr5",141172644,141176383,"ENSG00000113212",11.2833727780774,-3.11927389939412,0.893899853154388,-3.48951159169212,0.000483904070761528,0.0023987788125619,"PCDHB7"
"ENSG00000204767","chr5",169861303,169980495,"ENSG00000204767",7.27492379981248,-3.11921249614897,1.21601285518723,-2.56511473776214,0.0103141691854397,0.0326132060986085,"INSYN2B"
"ENSG00000116183","chr1",176463171,176845601,"ENSG00000116183",156.948026164826,-3.11901039372437,0.227707086359253,-13.6974674068927,1.05127554555208e-42,1.89523336954749e-40,"PAPPA2"
"ENSG00000167693","chr17",799310,979776,"ENSG00000167693",42.2620158896773,-3.11830679487354,0.450025233394955,-6.92918210685494,4.23280640566936e-12,9.84629482487678e-11,"NXN"
"ENSG00000156968","chr16",15395754,15413271,"ENSG00000156968",11.2548317373058,-3.11684098554782,1.18233292791834,-2.63617878852063,0.00838455408564772,0.0274728947144279,"MPV17L"
"ENSG00000153885","chr19",33795933,33815763,"ENSG00000153885",351.791737173318,-3.08808896900543,0.17769097363171,-17.3789861459476,1.1903940582168e-67,5.4048299109925e-65,"KCTD15"
"ENSG00000089847","chr19",4182630,4224818,"ENSG00000089847",7.58932490362744,-3.08221751511552,1.19825091678505,-2.572263848865,0.0101035858362512,0.0320382459303164,"ANKRD24"
"ENSG00000102057","chrX",48960982,48971866,"ENSG00000102057",9.59156950699511,-3.06392444861976,1.00745095617596,-3.04126412292038,0.00235587072312384,0.00937682441388804,"KCND1"
"ENSG00000130433","chr19",53991637,54012666,"ENSG00000130433",14.4341821136261,-3.0534063909591,0.808638575402319,-3.77598408465729,0.000159377167819832,0.000896651996467792,"CACNG6"
"ENSG00000135063","chr9",69324567,69392592,"ENSG00000135063",10.8315137908802,-3.05087595154198,0.940815436557782,-3.24279963209831,0.00118361418432999,0.00524581572151168,"FAM189A2"
"ENSG00000166387","chr11",7513298,7657127,"ENSG00000166387",59.508680244216,-3.04592535859406,0.416705160394463,-7.3095455686479,2.68047342918286e-13,7.09717575990339e-12,"PPFIBP2"
"ENSG00000133985","chr14",70641665,70675366,"ENSG00000133985",39.0996090644229,-3.02114275501636,0.533268803706727,-5.66532813098486,1.4674344628252e-08,1.97901860063521e-07,"TTC9"
"ENSG00000236814","chr8",56050038,56051207,"ENSG00000236814",11.6925797646825,-3.0210429102891,1.25255558571853,-2.41190326779475,0.0158694912625239,0.0467317063145039,""
"ENSG00000184492","chr2",113498665,113501150,"ENSG00000184492",11.9731333026859,-3.02004616090583,0.958987503913066,-3.14920282963312,0.00163716522332626,0.00692546876216583,"FOXD4L1"
"ENSG00000196132","chr20",64102222,64242253,"ENSG00000196132",8.38318152304815,-3.01394167967304,0.931630615586588,-3.23512519795772,0.0012158940285439,0.005375277640072,"MYT1"
"ENSG00000230612","chr5",132688681,132723725,"ENSG00000230612",30.2384315771057,-3.00491766637271,1.11192733445555,-2.70244068407946,0.00688324647693361,0.0232392504986861,""
"ENSG00000230870","chr21",31627127,31628600,"ENSG00000230870",5.86608681236315,-3.00410918276978,1.23717640215258,-2.42819793324774,0.0151740594387763,0.0449103801689904,"FBXW11P1"
"ENSG00000181444","chr7",149764175,149776519,"ENSG00000181444",18.4751792814428,-3.00301223406591,0.7198800689927,-4.17154518289124,3.02541049695029e-05,0.000204344392738918,"ZNF467"
"ENSG00000185924","chr17",1934677,2025334,"ENSG00000185924",11.453735125711,-2.95523263521811,0.877623673731973,-3.36731189423297,0.000759047892403038,0.00355159088281254,"RTN4RL1"
"ENSG00000138741","chr4",121874481,121952060,"ENSG00000138741",8.20606936183029,-2.95368005900971,1.03952148316992,-2.841384335803,0.0044918142563503,0.0162529961536595,"TRPC3"
"ENSG00000187134","chr10",4963253,4983283,"ENSG00000187134",2255.68237381447,-2.92896984700789,0.129058863671688,-22.69483678749,5.03811092797558e-114,7.72027523325658e-111,"AKR1C1"
"ENSG00000113790","chr3",185190624,185281990,"ENSG00000113790",52.3139576811424,-2.90719638755092,0.411287862066827,-7.06851977819503,1.56595035469765e-12,3.77150990142209e-11,"EHHADH"
"ENSG00000273032","chr22",18969692,19031242,"ENSG00000273032",18.3741665579268,-2.877089792287,1.06431210761512,-2.70323880720845,0.00686673921581471,0.0231899052470172,"DGCR5"
"ENSG00000127084","chr9",92947486,93036238,"ENSG00000127084",16.2855239198102,-2.8131485112222,0.740168996588102,-3.80068406565223,0.000144297184841682,0.000820853451960174,"FGD3"
"ENSG00000170323","chr8",81477651,81483239,"ENSG00000170323",20.6643055221348,-2.81279295550611,0.634565827843148,-4.43262595003994,9.30922882236898e-06,7.15049098580334e-05,"FABP4"
"ENSG00000011347","chr11",61513714,61581167,"ENSG00000011347",24.2210386888013,-2.78482611665449,0.605645277224307,-4.59811414598565,4.26332409688469e-06,3.53853013566076e-05,"SYT7"
"ENSG00000060656","chr1",29236505,29326813,"ENSG00000060656",21.4220648604847,-2.771254284902,0.589519736752376,-4.70086769302865,2.5905833129957e-06,2.26035308427148e-05,"PTPRU"
"ENSG00000112902","chr5",9035033,9546142,"ENSG00000112902",825.984917631988,-2.75325880375369,0.158607870670413,-17.3589040198071,1.68917189773881e-67,7.39555653370717e-65,"SEMA5A"
"ENSG00000169946","chr8",104590733,105804539,"ENSG00000169946",113.113913666788,-2.74722122725397,0.275376927228333,-9.97622151900935,1.93703112533435e-23,1.36471635433758e-21,"ZFPM2"
"ENSG00000196295","chr7",30516309,30595286,"ENSG00000196295",11.5910276753346,-2.72738190960775,0.949243951837576,-2.87321494577658,0.00406317566435832,0.0149050008407708,"GARS1-DT"
"ENSG00000165617","chr14",58633967,58648321,"ENSG00000165617",12.5698587767875,-2.71424773937334,0.790823077557826,-3.43218074484538,0.000598748372037643,0.00287619760690026,"DACT1"
"ENSG00000120693","chr13",36844831,36920887,"ENSG00000120693",14.7445724312627,-2.70873354179642,0.728064550907562,-3.72045794348849,0.000198861857338549,0.00108493436097609,"SMAD9"
"ENSG00000242071","chr14",69885340,69886140,"ENSG00000242071",18.1646883790735,-2.70508233679516,0.940344175726167,-2.87669388147824,0.00401865236807698,0.0147779892641639,"RPL7AP6"
"ENSG00000153930","chr17",55882301,56517016,"ENSG00000153930",64.6371839701007,-2.69508963141289,0.415456472530775,-6.48705655010163,8.75294926163283e-11,1.68714473267857e-09,"ANKFN1"
"ENSG00000179674","chr3",160677160,160678448,"ENSG00000179674",33.6338169668131,-2.69271835028115,0.583503046167624,-4.61474600341265,3.93576345797417e-06,3.29566422344982e-05,"ARL14"
"ENSG00000236204","chr2",18985786,19348074,"ENSG00000236204",19.8345422999467,-2.66994577525554,0.973067805874152,-2.7438435010775,0.00607244797958709,0.020890646161619,"LINC01376"
"ENSG00000134853","chr4",54229130,54298246,"ENSG00000134853",22.1798888177347,-2.66343537505545,0.667510944408724,-3.99009993373921,6.60454622711926e-05,0.000414143898712302,"PDGFRA"
"ENSG00000183307","chr22",17116297,17121367,"ENSG00000183307",27.0813385560062,-2.64765662416538,0.902816459432457,-2.93266321908862,0.00336068222282697,0.0127392094525776,"TMEM121B"
"ENSG00000110675","chr11",107591091,107666779,"ENSG00000110675",18.4537843692679,-2.64754098592998,0.646376260074729,-4.09597497535551,4.20395344111884e-05,0.000276185772961821,"ELMOD1"
"ENSG00000168675","chr18",13216173,13652755,"ENSG00000168675",7.50000322199922,-2.64043464257139,0.963872053751442,-2.73940367115602,0.00615507488875553,0.0211338843145428,"LDLRAD4"
"ENSG00000196628","chr18",55222185,55664787,"ENSG00000196628",54.1078705101661,-2.58915036336291,0.359438081037093,-7.20332791643108,5.87604278420218e-13,1.49759685013585e-11,"TCF4"
"ENSG00000175093","chr3",141050744,141148613,"ENSG00000175093",16.4203226244662,-2.58475279887693,0.818042135283169,-3.15968174179953,0.00157941560832138,0.00671827062540312,"SPSB4"
"ENSG00000186603","chr1",45326895,45328710,"ENSG00000186603",11.4746737608786,-2.5814833123847,1.07787436251267,-2.39497607714401,0.0166214497082687,0.0485187493631679,"HPDL"
"ENSG00000130600","chr11",1995165,2004552,"ENSG00000130600",30.1743506287743,-2.56673333867753,0.504628153900715,-5.08638552731748,3.64951825585854e-07,3.76594648977861e-06,"H19"
"ENSG00000141753","chr17",40443446,40457727,"ENSG00000141753",150.865029133833,-2.56472695941828,0.247734391184606,-10.3527287719496,4.06725111094876e-25,3.28029153744216e-23,"IGFBP4"
"ENSG00000120328","chr5",141208697,141212571,"ENSG00000120328",63.5218862183028,-2.55788442232915,0.377554269221883,-6.77487882099914,1.24510576086468e-11,2.74035036309518e-10,"PCDHB12"
"ENSG00000104814","chr19",38587641,38619161,"ENSG00000104814",13.2490907249876,-2.54017709479864,1.05622434880363,-2.40495979634996,0.0161742450526257,0.0474127379483831,"MAP4K1"
"ENSG00000124107","chr20",45252239,45254564,"ENSG00000124107",8.55270334334049,-2.49846057005654,0.995955916111115,-2.50860558147214,0.0121208739228938,0.0373716784257433,"SLPI"
"ENSG00000241889","chr3",113885298,113886031,"ENSG00000241889",11.2345036677329,-2.47898488097405,0.970075947621808,-2.55545443328577,0.0106049245127777,0.0333351133962014,""
"ENSG00000149927","chr16",30005507,30023270,"ENSG00000149927",6.94168439164604,-2.47474530257123,1.00182597186506,-2.47023472346609,0.0135024422892428,0.0407801034796324,"DOC2A"
"ENSG00000135519","chr12",49539028,49558337,"ENSG00000135519",20.0476070446042,-2.47181397444515,0.585782870568572,-4.21967609268937,2.44653565589708e-05,0.0001684002279935,"KCNH3"
"ENSG00000255559","chr8",145002811,145037152,"ENSG00000255559",16.0984429515244,-2.46927111939158,1.03523931957594,-2.38521767160376,0.0170690184373183,0.0495146940423769,"ZNF252P-AS1"
"ENSG00000163584","chr3",170864875,170870402,"ENSG00000163584",1564.22942185801,-2.46757057503396,0.111085973417162,-22.2131606640153,2.56261704549941e-109,3.14151223607772e-106,"RPL22L1"
"ENSG00000119866","chr2",60450520,60554467,"ENSG00000119866",98.2552424294921,-2.46552426876154,0.33478703793917,-7.364455577308,1.77871271263719e-13,4.8672408804061e-12,"BCL11A"
"ENSG00000186395","chr17",40818117,40822614,"ENSG00000186395",29.2428209178157,-2.45862940481934,0.631947091405684,-3.89056210283434,0.00010001227575826,0.00059401670955451,"KRT10"
"ENSG00000135299","chr6",89433119,89633838,"ENSG00000135299",23.6623817943498,-2.45220354436957,0.608766782219941,-4.02814939315072,5.62176186225591e-05,0.000358570128352733,"ANKRD6"
"ENSG00000185112","chr3",194685883,194689037,"ENSG00000185112",27.9284466778218,-2.41803882278095,0.699437460935515,-3.45711941071438,0.000545982857722695,0.0026644919796268,"FAM43A"
"ENSG00000224086","chr22",21938269,21977632,"ENSG00000224086",9.36883097674003,-2.41438168330443,0.868021037911008,-2.78147830277814,0.00541119476416664,0.0190010430359957,"PPM1F-AS1"
"ENSG00000132326","chr2",238244044,238290102,"ENSG00000132326",34.2299106352742,-2.41370971392417,0.455887369480564,-5.29453078876552,1.19322385206023e-07,1.35316662371936e-06,"PER2"
"ENSG00000081041","chr4",74097040,74099196,"ENSG00000081041",82.5873145905999,-2.36811997247575,0.377029578978162,-6.28099253881859,3.3641828897124e-10,5.84157479390712e-09,"CXCL2"
"ENSG00000107731","chr10",71212523,71302885,"ENSG00000107731",26.8858932952502,-2.34716497331219,0.545613685828865,-4.30188067908619,1.6935450851064e-05,0.000121339387482872,"UNC5B"
"ENSG00000150054","chr10",28050993,28335290,"ENSG00000150054",44.5425096305938,-2.34571921348836,0.409740589187526,-5.72488856459079,1.03501655816984e-08,1.42245156800494e-07,"MPP7"
"ENSG00000170122","chr9",116231,118417,"ENSG00000170122",18.5901575651549,-2.33815064638719,0.723061836178638,-3.2336800663471,0.00122206270901898,0.00539670992430248,"FOXD4"
"ENSG00000113205","chr5",141100473,141103827,"ENSG00000113205",26.1194368248263,-2.33381855955543,0.619847877247974,-3.76514729697425,0.000166450929476825,0.000930046465112304,"PCDHB3"
"ENSG00000171450","chr2",218959666,218962155,"ENSG00000171450",14.6170947897548,-2.32748148253639,0.783916762256534,-2.96904160568866,0.0029873014618545,0.0115379107186119,"CDK5R2"
"ENSG00000183044","chr16",8674596,8784575,"ENSG00000183044",9.49851229832841,-2.3215149979095,0.82601969825391,-2.81048382116898,0.00494670759093292,0.0176335238026306,"ABAT"
"ENSG00000104892","chr19",45333434,45351537,"ENSG00000104892",15.7843481525023,-2.31732294610371,0.674306289098068,-3.43660289629404,0.000589058555773114,0.00283298110444198,"KLC3"
"ENSG00000248360","chr4",14470465,14888169,"ENSG00000248360",312.55521577718,-2.31297337266621,0.965273209249003,-2.39618519451684,0.0165667175426717,0.0484127271407897,"LINC00504"
